# 301_syn 300_syn
# num of data: 35801
37 3943 4.903132
37 4294 4.730365
37 4418 4.582151
37 4813 4.558121
37 4929 4.590791
37 5373 4.618397
37 5481 4.750552
37 5975 4.623058
40 3818 4.727949
40 3943 4.447992
40 4294 4.230762
40 4418 4.044572
40 4813 3.987734
40 4929 3.987391
40 5373 3.987693
40 5481 4.092680
40 5975 3.960228
40 6099 4.611025
41 1333 3.292046
41 1334 3.095595
41 1343 4.331373
41 1458 3.638941
41 5983 4.977884
41 6105 4.686857
41 6632 4.477177
41 6739 4.237469
41 7224 4.282431
41 7346 4.173165
41 7858 4.066146
41 7961 4.080133
41 8471 4.318119
41 8550 4.593112
42 5983 4.999343
42 6105 4.627637
42 6632 4.231673
42 6739 3.967278
42 7224 3.734026
42 7346 3.790881
42 7858 3.986150
42 7961 4.239104
42 8471 4.552845
42 8550 4.858972
43 7224 4.776853
43 7346 4.857648
44 1962 4.988802
44 1963 3.574510
44 2156 2.834331
44 7346 4.835494
44 7858 4.653193
44 7961 4.553246
44 8471 4.405500
44 8550 4.391290
44 9114 4.391766
44 9214 4.586105
44 9825 4.566362
44 10545 4.873258
45 2244 4.889815
48 962 4.900775
48 1052 4.754045
48 1103 4.547890
48 1202 4.514841
48 1203 4.856703
48 1257 4.732961
48 13142 4.877034
49 2001 4.154116
55 225 4.333578
55 232 4.912694
55 252 3.999888
56 210 3.942446
56 225 3.959882
56 232 3.150892
57 167 4.955499
57 175 3.117313
57 182 1.486679
57 198 0.923447
57 210 3.051368
57 225 4.476246
59 146 4.699012
60 153 3.548968
60 160 2.622652
60 167 2.189669
60 174 3.208836
60 175 1.583835
60 182 3.928425
60 183 3.989246
61 141 4.598270
61 145 2.929847
61 153 1.581320
61 160 0.791088
61 167 3.888680
61 174 3.572687
61 175 4.065611
61 183 4.570327
66 134 4.708414
66 141 2.906131
66 145 0.930740
66 153 1.682277
66 160 2.297456
67 134 3.138127
67 141 2.500735
67 145 1.090719
67 153 3.144123
67 160 3.765787
73 131 4.550367
73 134 2.117172
73 141 2.773650
73 145 2.330377
73 153 4.359959
74 131 3.450487
74 134 1.726398
74 141 3.636328
74 142 4.592560
74 145 3.567263
79 131 2.311387
79 134 2.375838
79 141 4.429739
79 142 4.351441
79 145 4.662502
80 122 4.906567
80 125 4.590683
80 131 1.357054
80 133 4.606550
80 134 3.368054
80 142 4.673913
82 805 4.804206
82 934 4.358961
82 941 3.914281
82 1072 3.637247
82 1080 3.988255
82 1224 3.062821
89 608 4.637574
89 694 3.772794
89 699 2.770523
89 800 2.487535
89 805 2.011133
89 932 4.098994
89 933 2.453535
89 934 1.453849
89 941 1.601422
89 942 3.270341
89 1071 4.208100
89 1072 1.894140
89 1080 2.503575
89 1224 2.810688
90 1072 4.432093
90 1080 4.208408
90 1224 3.186142
93 122 4.476743
93 125 4.364946
93 131 0.552846
93 134 4.533307
93 142 4.902947
94 122 3.450189
94 125 2.101166
94 131 2.778042
94 133 4.635882
101 694 4.418625
101 699 3.132701
101 800 2.959696
101 805 0.499959
101 932 4.389853
101 933 1.500119
101 934 1.353886
101 941 1.860806
101 942 1.835183
101 1071 3.278507
101 1072 2.598751
101 1080 3.510795
101 1081 3.751956
101 1223 4.627985
101 1224 3.842286
102 1222 3.862343
102 1238 4.981358
102 1391 4.929489
102 1409 4.914554
107 16692 4.957458
107 16693 4.960717
107 16917 4.532052
107 16918 4.790990
107 17116 4.659461
107 17117 4.536165
107 17325 4.570993
110 1081 4.521185
110 1222 2.471811
110 1223 4.028581
110 1238 3.490602
110 1391 3.349441
110 1409 3.135323
110 1578 4.011037
110 1593 3.588812
110 1812 4.719833
113 119 3.908750
113 122 3.472114
113 123 4.192239
113 124 4.428927
113 125 0.974779
113 131 4.880691
114 122 4.527890
114 125 2.471815
114 131 4.577263
114 133 4.961324
115 125 3.825670
116 116 4.688555
116 117 4.733661
116 118 4.395865
116 119 4.700294
116 123 2.360494
116 124 2.473704
116 125 2.479400
116 132 4.413090
119 1081 4.367553
119 1222 2.483050
119 1223 3.628550
119 1238 2.879676
119 1391 2.592799
119 1409 2.102193
119 1578 3.286921
119 1593 2.381517
119 1799 4.067074
119 1800 4.504279
119 1811 4.681903
119 1812 4.419998
119 1813 4.722941
122 17325 4.594677
122 17520 4.485208
122 17711 4.514402
122 17882 4.746033
123 16241 4.329344
123 16491 3.906326
123 16492 3.840706
123 16692 3.651574
123 16693 3.740274
123 16917 3.492496
123 16918 3.689388
123 17116 3.661142
123 17117 3.767589
123 17325 4.090656
123 17520 4.958097
124 16693 4.748320
124 16917 4.052628
124 16918 4.454563
124 17116 4.304848
124 17117 3.226461
124 17325 2.532366
124 17520 1.734301
124 17711 1.661181
124 17882 1.805200
124 18071 2.618629
124 18242 3.172488
124 18393 4.442177
126 1222 3.671923
126 1223 4.157620
126 1238 3.353542
126 1391 2.914776
126 1409 2.255184
126 1578 3.257269
126 1593 2.051573
126 1799 3.082824
126 1800 4.329382
126 1811 4.290311
126 1812 4.584258
126 1813 3.537583
126 2048 4.142693
126 2060 4.781305
130 111 4.854415
130 116 4.881949
130 119 1.946036
130 122 3.191688
130 125 3.322969
131 118 4.966427
131 123 2.917205
131 124 1.814413
131 132 3.757472
132 123 4.593237
132 124 4.915538
133 116 4.853724
133 117 3.979152
133 118 4.368650
133 123 4.212260
135 116 4.061450
135 117 3.246829
135 118 3.323074
135 123 2.915229
135 124 2.995032
136 124 4.472134
136 132 4.830139
138 110 4.997529
138 111 4.808863
138 116 3.860900
138 117 4.908981
138 118 4.414625
138 119 3.934748
139 119 3.482213
139 122 4.969345
139 125 4.547649
142 540 4.576165
143 1238 4.636303
143 1391 4.110236
143 1409 3.435019
143 1578 3.950618
143 1593 2.771875
143 1799 2.751158
143 1800 4.571350
143 1811 4.276806
143 1813 2.801217
143 2048 3.112594
143 2060 3.575257
143 2361 4.062078
143 2371 4.648224
149 1409 4.641386
149 1578 4.879887
149 1593 3.819176
149 1799 3.182557
149 1811 4.691156
149 1813 2.862639
149 2048 2.791262
149 2060 2.966198
149 2361 3.241315
149 2371 3.685697
149 2726 4.205510
149 2745 4.817519
150 513 4.663955
150 540 3.824053
153 119 4.664646
158 117 4.314817
158 118 4.684424
161 116 4.964016
161 117 3.960819
161 118 4.492983
162 110 4.993091
162 117 4.372163
162 118 4.952561
171 513 4.175327
171 540 3.625890
171 594 4.465842
171 616 4.970409
172 1593 4.987715
172 1799 4.026021
172 1813 3.468512
172 2048 3.073198
172 2060 2.900758
172 2361 2.865132
172 2371 3.057026
172 2726 3.432750
172 2745 3.891094
172 3177 4.884098
