# 7171_syn 300_syn
# num of data: 284
0 5862 9.677235
0 5865 9.158439
0 6224 8.486321
0 6228 8.364041
0 6229 8.965956
0 6504 8.474575
0 6508 7.706154
0 6875 7.117148
0 6878 8.164255
0 7067 8.336283
0 7070 6.340704
0 7506 5.832744
0 7510 9.505887
0 7511 7.871636
0 7686 7.856790
0 7687 7.249155
0 7692 5.195798
0 8133 5.116912
0 8137 7.009192
0 8138 8.932879
0 8318 8.737713
0 8320 6.936282
0 8324 4.192780
0 8716 5.337665
0 8717 4.304359
0 8721 6.532153
0 8724 9.085926
0 8934 9.378656
0 8937 7.055766
0 8938 6.451820
0 8942 4.252943
0 9398 4.410293
0 9404 6.446186
0 9405 7.426803
0 9408 9.954278
0 9631 7.911310
0 9632 6.436371
0 9638 4.632883
0 10078 4.595985
0 10085 6.661227
0 10086 7.257314
0 10087 9.297801
0 10368 7.106197
0 10369 7.625121
0 10370 6.339587
0 10374 5.138418
0 10794 5.759609
0 10799 7.767874
0 10800 7.083713
0 11110 7.095320
0 11111 7.977104
0 11116 6.458195
0 11484 7.235684
0 11489 8.221515
0 11490 7.135860
0 11793 7.157165
0 11794 7.982038
0 11800 8.132439
0 12110 8.980945
0 12115 8.896263
0 12116 7.246254
0 12406 7.304052
0 12407 7.577202
0 12408 8.215283
0 12667 9.274498
0 12672 9.147410
0 13023 8.533154
0 13027 9.447696
0 13274 9.687690
0 13275 8.928197
1 6224 9.880307
1 6508 9.280803
1 6875 9.068884
1 7070 8.544872
1 7506 8.387725
1 7692 8.021621
1 8133 8.272442
1 8324 7.654133
1 8716 8.434591
1 8717 8.033071
1 8942 8.288902
1 9398 8.686979
1 9638 9.101771
1 10078 9.215943
1 10374 9.777069
2 5254 9.448039
2 5862 9.180201
2 5865 9.448572
2 6224 9.231445
2 6227 9.340215
2 6228 9.731015
2 6505 9.750342
2 6508 8.764484
2 6875 8.751901
2 7070 8.392875
2 7506 8.428870
2 7692 8.235988
2 8133 8.675351
2 8324 8.231386
2 8716 9.139449
2 8717 8.754360
2 8942 9.140898
2 9398 9.650631
3 4697 9.973800
3 5057 9.266811
3 5254 8.041951
3 5600 9.022255
3 5862 8.893608
3 5863 9.835010
3 6227 8.000957
3 6505 9.702402
4 6227 9.612979
5 3193 9.002836
5 3641 9.514399
5 3642 8.859699
5 3643 8.922665
5 4116 9.432346
5 4118 9.666878
5 4119 9.887078
6 2735 9.391054
6 3193 8.762210
6 3642 9.984482
6 3643 9.645118
7 2366 9.214482
7 2733 7.755359
7 2735 7.781388
7 2736 8.875243
7 2737 8.496473
7 2738 9.421549
7 3189 9.983579
7 3193 7.918761
7 3641 9.826622
7 3643 9.630962
8 2366 9.038785
8 2733 6.197566
8 2734 9.701248
8 2735 8.719962
8 2736 8.190485
8 2737 8.777327
8 2738 7.733946
8 3189 7.856642
8 3191 8.632078
8 3193 8.526750
8 3195 8.211165
8 3196 7.865363
8 3638 8.142283
8 3639 9.199316
8 3643 9.727287
8 3646 8.943831
8 3647 8.493518
8 4112 8.606100
8 4124 8.888935
8 4620 8.918397
8 4631 9.189703
8 5141 9.241091
8 5153 9.386596
8 5714 9.618256
9 2733 7.049464
9 2736 9.467926
9 2738 7.951870
9 3189 7.489793
9 3190 9.213657
9 3191 8.100235
9 3195 7.124356
9 3196 6.999168
9 3638 6.779787
9 3639 7.042610
9 3646 5.953411
9 3647 6.690559
9 4112 6.436505
9 4113 7.719587
9 4122 8.948388
9 4123 6.728603
9 4124 6.391602
9 4620 6.162938
9 4621 7.370044
9 4630 7.273153
9 4631 6.175811
9 5141 6.008274
9 5142 7.968056
9 5152 8.632569
9 5153 5.911307
9 5714 5.932861
9 5715 9.483142
9 5729 6.211959
9 6380 6.833663
9 6397 7.295624
9 6964 8.073403
9 6978 8.611197
9 7603 9.204061
9 7613 9.771085
10 3189 9.575837
10 3190 9.801432
10 3191 9.894236
10 3195 8.678042
10 3196 8.797038
10 3638 8.182220
10 3639 7.473394
10 3646 5.677177
10 3647 7.664123
10 4112 7.083609
10 4113 6.399779
10 4122 7.004356
10 4123 4.940458
10 4124 6.641458
10 4620 6.153697
10 4621 4.887910
10 4630 4.114522
10 4631 5.770308
10 5141 5.318312
10 5142 4.305761
10 5152 4.622877
10 5153 4.825252
10 5714 4.406257
10 5715 5.290572
10 5728 6.035046
10 5729 4.209537
10 6380 4.313187
10 6381 6.317648
10 6396 7.747264
10 6397 4.564312
10 6964 5.030477
10 6965 6.996436
10 6976 8.924646
10 6977 8.456337
10 6978 5.513134
10 7603 6.046913
10 7604 9.478665
10 7605 9.743441
10 7613 6.556277
10 8216 7.139606
10 8227 7.723785
10 8823 8.517601
10 8837 9.073991
11 3639 9.585830
11 3646 7.823783
11 3647 9.738281
11 4112 9.032630
11 4113 7.545223
11 4122 7.053395
11 4123 6.205336
11 4124 8.401022
11 4620 7.846059
11 4621 5.451961
11 4630 4.305379
11 4631 7.283407
11 5141 6.777562
11 5142 3.531065
11 5152 2.847437
11 5153 6.180987
11 5714 5.600175
