# 303_syn 301_syn
# num of data: 22698
7 9892 3.912985
12 9892 1.097480
14 10162 4.940321
15 9538 3.883142
15 9589 3.998804
15 9891 0.951943
15 9934 1.568271
20 10765 4.676947
20 10923 3.664914
20 11126 4.760424
21 10448 4.680605
21 10531 3.908206
21 10684 3.487362
21 10765 3.229560
21 10923 3.681566
22 8805 4.273465
22 8806 3.492043
22 9161 3.371051
22 9210 3.531444
22 9538 3.764185
23 8759 4.973750
23 8806 2.417937
24 7847 4.738439
24 7848 4.978650
24 7895 4.992504
24 9480 4.926866
25 8866 4.450777
25 9105 3.703488
25 9106 4.565835
25 9263 2.674590
25 9480 1.850113
25 9642 2.915433
25 9824 4.580158
25 9991 4.718651
26 6348 3.320393
26 6852 3.071831
26 6885 2.527716
26 6886 3.545420
26 7358 4.576859
27 6885 3.189483
27 9105 4.702912
27 9106 3.841451
27 9263 4.345231
27 9480 4.214758
27 9642 4.997183
28 6348 3.743756
28 6852 2.694030
28 6885 3.874990
28 6886 3.157304
28 7358 4.210126
29 6348 3.657583
29 6349 4.760422
29 6851 4.811102
29 6852 2.414633
29 6885 4.301355
29 6886 3.050862
29 7358 4.283841
30 6850 4.709477
30 6885 3.731225
30 6888 4.579666
30 7356 4.513590
30 9106 3.433709
31 6317 4.171466
31 6350 3.230664
31 6850 2.799846
31 6885 4.758917
31 6888 3.687894
31 7356 4.566236
32 5741 4.164849
32 5763 2.749633
32 6317 1.339882
32 6350 0.940418
32 6850 2.113689
32 6888 3.768353
33 5224 3.446670
33 5245 2.136005
33 5741 1.137766
33 5763 1.051509
33 6317 2.387272
33 6350 3.937459
34 5224 4.993823
34 5245 4.518004
34 5741 3.913553
34 5763 4.289949
34 5830 2.727863
34 5831 4.306852
34 6255 2.462030
35 5224 4.319081
35 5245 4.789338
35 5830 4.727064
35 6255 4.505347
36 5173 4.375729
36 5295 1.141745
36 5681 0.966939
36 5830 2.816007
36 5831 2.227512
36 6254 3.630654
36 6255 3.361800
37 5173 3.893699
37 5295 4.177120
37 5681 3.822107
38 5173 4.701334
38 5295 4.171009
40 5173 4.179445
40 5295 4.468073
40 5681 3.936678
43 2902 3.847782
43 2913 3.647384
43 3337 4.957176
45 2441 4.074656
48 3309 4.849656
50 1647 2.833619
50 1657 1.801048
50 1658 3.095151
50 1985 4.044211
50 1986 2.495945
57 587 4.461523
57 609 4.884951
62 422 3.062599
62 445 4.793098
63 422 4.996398
63 586 3.807617
64 446 4.884972
64 569 4.946254
64 586 1.654974
64 624 3.858172
65 200 4.594488
65 225 3.878392
65 297 3.228010
65 317 4.766797
65 422 2.878173
68 172 4.084642
68 200 3.401269
68 225 3.215546
68 297 3.213183
68 422 4.197818
69 446 4.907819
71 172 4.353287
71 200 4.099807
71 225 4.333400
71 297 4.566033
72 143 4.232955
72 149 2.910834
72 172 1.694773
72 200 1.230278
72 225 2.093410
72 297 3.113961
72 317 4.840252
73 1612 4.197781
74 1286 4.866016
74 1364 4.557985
74 1611 4.653066
74 1612 3.155934
78 143 4.522217
78 149 4.007669
78 172 4.010843
78 200 4.548378
79 1286 3.993482
79 1364 3.618799
79 1611 3.635202
79 1612 2.059371
79 1698 4.187084
79 1938 4.495326
80 1286 3.616169
80 1364 3.243169
80 1611 3.059421
80 1612 1.434624
80 1698 3.683425
80 1938 3.787089
82 126 4.841641
82 143 3.667297
82 149 3.169884
82 172 3.436051
82 200 4.303144
84 84 1.237630
84 106 4.875563
85 104 4.309399
87 87 4.825888
88 88 0.635788
88 102 2.756457
88 110 4.858322
88 170 3.807721
88 202 4.166257
88 221 3.191095
88 222 3.184610
89 110 4.872314
89 119 2.997851
89 126 1.254718
89 143 1.027775
89 149 2.251907
89 172 3.661400
90 149 4.661909
90 172 4.685257
93 1091 4.829910
93 1286 2.978829
93 1364 2.320948
93 1611 1.935330
93 1612 0.883242
93 1698 2.696125
93 1938 2.937381
94 1286 4.565919
94 1364 4.336079
94 1611 3.825941
94 1612 3.305243
94 1698 4.296345
94 1938 3.843883
98 98 4.529750
101 110 3.567045
101 119 2.116438
101 126 1.685015
101 143 2.790267
